,artist,album_name,rating,album_link,genre,Unnamed: 0
136,['Elvis Costello'],['The Songs of Bacharach & Costello (Super Deluxe)'],['8.4'],['https://pitchfork.com/reviews/albums/elvis-costello-burt-bacharach-the-songs-of-bacharach-and-costello-super-deluxe/'],['pop'],
137,['Tink'],['Thanks 4 Nothing'],['7.6'],['https://pitchfork.com/reviews/albums/tink-thanks-4-nothing/'],['pop'],
138,['Prince'],['The Gold Experience'],['8.1'],['https://pitchfork.com/reviews/albums/prince-the-gold-experience/'],['pop'],
139,['Kali Uchis'],['Red Moon in Venus'],['8.2'],['https://pitchfork.com/reviews/albums/kali-uchis-red-moon-in-venus/'],['pop'],
140,['Gracie Abrams'],['Good Riddance\xa0'],['6.2'],['https://pitchfork.com/reviews/albums/gracie-abrams-good-riddance/'],['pop'],
141,['quinnie'],['flounder'],['7.6'],['https://pitchfork.com/reviews/albums/qunnie-flounder/'],['pop'],
142,['U.S. Girls'],['Bless This Mess'],['7.8'],['https://pitchfork.com/reviews/albums/us-girls-bless-this-mess/'],['pop'],
143,['Wesley Joseph'],['GLOW'],['7.1'],['https://pitchfork.com/reviews/albums/wesley-joseph-glow/'],['pop'],
144,['Liv.e'],['Girl in the Half Pearl'],['8.3'],['https://pitchfork.com/reviews/albums/live-girl-in-the-half-pearl/'],['pop'],
145,['Lance Skiiiwalker'],['Audiodidactic'],['5.8'],['https://pitchfork.com/reviews/albums/lance-skiiiwalker-audiodidactic/'],['pop'],
146,['Caroline Polachek'],"['Desire, I Want to Turn Into You']",['8.7'],['https://pitchfork.com/reviews/albums/caroline-polachek-desire-i-want-to-turn-into-you/'],['pop'],
147,['Kelela'],['Raven'],['8.4'],['https://pitchfork.com/reviews/albums/kelela-raven/'],['pop'],
148,['Rebecca Black'],['Let Her Burn'],['4.4'],['https://pitchfork.com/reviews/albums/rebecca-black-let-her-burn/'],['pop'],
149,['Teedra Moses'],['Complex Simplicity\xa0'],['8.0'],['https://pitchfork.com/reviews/albums/teedra-moses-complex-simplicity/'],['pop'],
150,['Sunny War'],['Anarchist Gospel'],['7.4'],['https://pitchfork.com/reviews/albums/sunny-war-anarchist-gospel/'],['pop'],
151,['RAYE'],['My 21st Century Blues'],['6.6'],['https://pitchfork.com/reviews/albums/raye-my-21st-century-blues/'],['pop'],
152,['Young Fathers'],['Heavy Heavy'],['7.5'],['https://pitchfork.com/reviews/albums/young-fathers-heavy-heavy/'],['pop'],
153,['Popcaan'],['Great Is He'],['6.7'],['https://pitchfork.com/reviews/albums/popcaan-great-is-he/'],['pop'],
154,['Sam Smith'],['Gloria'],['6.2'],['https://pitchfork.com/reviews/albums/sam-smith-gloria/'],['pop'],
155,['Ladytron'],['Time’s Arrow'],['6.9'],['https://pitchfork.com/reviews/albums/ladytron-times-arrow/'],['pop'],
